Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.870808292E+00   0.499372817E-01   0.499372817E-01   0.888754349E-01  -0.347034987E-03  -0.347034987E-03  -0.485687962E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.958140944E-06  -0.958140946E-06   0.267655937E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.940647136E-06  -0.940647138E-06   0.268396221E-02 
  0.873407720E+00   0.499363781E-01   0.499363781E-01   0.887491832E-01  -0.348243530E-03  -0.348243530E-03  -0.485726406E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.938192804E-06  -0.938192800E-06   0.267670088E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.920184517E-06  -0.920184513E-06   0.268410649E-02 
  0.876007147E+00   0.499354713E-01   0.499354713E-01   0.886229218E-01  -0.349426323E-03  -0.349426323E-03  -0.485763067E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.919132125E-06  -0.919132127E-06   0.267683378E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.900577619E-06  -0.900577621E-06   0.268424229E-02 
  0.878606575E+00   0.499345615E-01   0.499345615E-01   0.884966510E-01  -0.350585057E-03  -0.350585057E-03  -0.485798034E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.901363789E-06  -0.901363784E-06   0.267695976E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.882260107E-06  -0.882260102E-06   0.268437129E-02 
  0.881206003E+00   0.499336487E-01   0.499336487E-01   0.883703713E-01  -0.351721686E-03  -0.351721686E-03  -0.485831404E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.885068621E-06  -0.885068623E-06   0.267707828E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.865428509E-06  -0.865428510E-06   0.268449287E-02 
  0.883805431E+00   0.499327330E-01   0.499327330E-01   0.882440832E-01  -0.352837962E-03  -0.352837962E-03  -0.485863261E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.870097980E-06  -0.870097976E-06   0.267719035E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.849932183E-06  -0.849932179E-06   0.268460803E-02 
  0.886404858E+00   0.499318144E-01   0.499318144E-01   0.881177870E-01  -0.353935796E-03  -0.353935796E-03  -0.485893700E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.856561210E-06  -0.856561212E-06   0.267729525E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.835890630E-06  -0.835890631E-06   0.268471601E-02 
  0.889004286E+00   0.499308930E-01   0.499308930E-01   0.879914831E-01  -0.355016992E-03  -0.355016992E-03  -0.485922795E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.844375924E-06  -0.844375920E-06   0.267739454E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.823222596E-06  -0.823222591E-06   0.268481838E-02 
  0.891603714E+00   0.499299688E-01   0.499299688E-01   0.878651717E-01  -0.356082785E-03  -0.356082785E-03  -0.485950624E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.833123936E-06  -0.833123938E-06   0.267748785E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.811494096E-06  -0.811494097E-06   0.268491475E-02 
  0.894203141E+00   0.499290418E-01   0.499290418E-01   0.877388533E-01  -0.357134303E-03  -0.357134303E-03  -0.485977250E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.822725410E-06  -0.822725406E-06   0.267757642E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.800625730E-06  -0.800625726E-06   0.268500637E-02 
  0.896802569E+00   0.499281121E-01   0.499281121E-01   0.876125281E-01  -0.358172503E-03  -0.358172503E-03  -0.486002743E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.813050206E-06  -0.813050208E-06   0.267765961E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.790484964E-06  -0.790484966E-06   0.268509256E-02 
  0.899401997E+00   0.499271798E-01   0.499271798E-01   0.874861964E-01  -0.359197993E-03  -0.359197993E-03  -0.486027160E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.803843618E-06  -0.803843613E-06   0.267773864E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.780807660E-06  -0.780807656E-06   0.268517457E-02 
  0.902001425E+00   0.499262447E-01   0.499262447E-01   0.873598585E-01  -0.360211448E-03  -0.360211448E-03  -0.486050563E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.795151985E-06  -0.795151987E-06   0.267781287E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.771644167E-06  -0.771644169E-06   0.268525172E-02 
  0.904600852E+00   0.499253071E-01   0.499253071E-01   0.872335146E-01  -0.361213862E-03  -0.361213862E-03  -0.486072999E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.787205822E-06  -0.787205818E-06   0.267788363E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.763237950E-06  -0.763237946E-06   0.268532539E-02 
  0.907200280E+00   0.499243669E-01   0.499243669E-01   0.871071651E-01  -0.362206420E-03  -0.362206420E-03  -0.486094524E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.780140783E-06  -0.780140785E-06   0.267795014E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.755733308E-06  -0.755733310E-06   0.268539476E-02 
  0.909799708E+00   0.499234241E-01   0.499234241E-01   0.869808100E-01  -0.363190609E-03  -0.363190609E-03  -0.486115183E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.774175560E-06  -0.774175556E-06   0.267801318E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.749361102E-06  -0.749361098E-06   0.268546063E-02 
  0.912399136E+00   0.499224787E-01   0.499224787E-01   0.868544497E-01  -0.364167967E-03  -0.364167966E-03  -0.486135037E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.769345659E-06  -0.769345661E-06   0.267807184E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.744159555E-06  -0.744159557E-06   0.268552202E-02 
  0.914998563E+00   0.499215309E-01   0.499215309E-01   0.867280844E-01  -0.365139744E-03  -0.365139744E-03  -0.486154127E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.765441767E-06  -0.765441763E-06   0.267812727E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.739911105E-06  -0.739911100E-06   0.268558014E-02 
  0.917597991E+00   0.499205805E-01   0.499205805E-01   0.866017141E-01  -0.366106903E-03  -0.366106903E-03  -0.486172507E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.762251542E-06  -0.762251543E-06   0.267817869E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.736394727E-06  -0.736394728E-06   0.268563417E-02 
  0.920197419E+00   0.499196276E-01   0.499196276E-01   0.864753392E-01  -0.367070246E-03  -0.367070246E-03  -0.486190221E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.759658582E-06  -0.759658578E-06   0.267822686E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.733488881E-06  -0.733488877E-06   0.268568488E-02 
  0.922796847E+00   0.499186722E-01   0.499186722E-01   0.863489597E-01  -0.368030381E-03  -0.368030381E-03  -0.486207329E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.757521124E-06  -0.757521126E-06   0.267827064E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.731045990E-06  -0.731045991E-06   0.268573108E-02 
  0.925396274E+00   0.499177143E-01   0.499177143E-01   0.862225759E-01  -0.368987843E-03  -0.368987843E-03  -0.486223875E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.755785911E-06  -0.755785907E-06   0.267831101E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.729011813E-06  -0.729011809E-06   0.268577379E-02 
  0.927995702E+00   0.499167539E-01   0.499167539E-01   0.860961879E-01  -0.369943190E-03  -0.369943190E-03  -0.486239916E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.754466170E-06  -0.754466172E-06   0.267834732E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.727400705E-06  -0.727400707E-06   0.268581234E-02 
  0.930595130E+00   0.499157910E-01   0.499157910E-01   0.859697957E-01  -0.370897163E-03  -0.370897162E-03  -0.486255490E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.753696384E-06  -0.753696381E-06   0.267838063E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.726354280E-06  -0.726354277E-06   0.268584781E-02 
  0.933194558E+00   0.499148257E-01   0.499148257E-01   0.858433995E-01  -0.371850759E-03  -0.371850759E-03  -0.486270648E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.753662273E-06  -0.753662275E-06   0.267841028E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.726068261E-06  -0.726068263E-06   0.268587953E-02 
  0.935793985E+00   0.499138579E-01   0.499138579E-01   0.857169995E-01  -0.372805141E-03  -0.372805141E-03  -0.486285426E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.754481071E-06  -0.754481068E-06   0.267843722E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.726665939E-06  -0.726665936E-06   0.268590847E-02 
  0.938393413E+00   0.499128875E-01   0.499128875E-01   0.855905956E-01  -0.373761475E-03  -0.373761475E-03  -0.486299872E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.756157131E-06  -0.756157133E-06   0.267846055E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.728152296E-06  -0.728152298E-06   0.268593369E-02 
  0.940992841E+00   0.499119148E-01   0.499119148E-01   0.854641881E-01  -0.374720946E-03  -0.374720946E-03  -0.486314023E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.758702168E-06  -0.758702165E-06   0.267848127E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.730540703E-06  -0.730540700E-06   0.268595625E-02 
  0.943592268E+00   0.499109395E-01   0.499109395E-01   0.853377769E-01  -0.375684539E-03  -0.375684539E-03  -0.486327923E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.761970929E-06  -0.761970931E-06   0.267849858E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.733679756E-06  -0.733679758E-06   0.268597528E-02 
  0.946191696E+00   0.499099616E-01   0.499099616E-01   0.852113621E-01  -0.376652766E-03  -0.376652766E-03  -0.486341614E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.765616966E-06  -0.765616963E-06   0.267851290E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.737207412E-06  -0.737207409E-06   0.268599123E-02 
  0.948791124E+00   0.499089813E-01   0.499089813E-01   0.850849438E-01  -0.377625671E-03  -0.377625670E-03  -0.486355148E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.769300678E-06  -0.769300680E-06   0.267852333E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.740769216E-06  -0.740769218E-06   0.268600315E-02 
  0.951390552E+00   0.499079985E-01   0.499079985E-01   0.849585219E-01  -0.378603160E-03  -0.378603160E-03  -0.486368563E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.772921378E-06  -0.772921374E-06   0.267853099E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.744260466E-06  -0.744260462E-06   0.268601223E-02 
  0.953989979E+00   0.499070130E-01   0.499070130E-01   0.848320966E-01  -0.379585139E-03  -0.379585139E-03  -0.486381902E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.776475965E-06  -0.776475966E-06   0.267853549E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.747677921E-06  -0.747677923E-06   0.268601802E-02 
  0.956589407E+00   0.499060251E-01   0.499060251E-01   0.847056679E-01  -0.380571634E-03  -0.380571634E-03  -0.486395193E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.780055315E-06  -0.780055312E-06   0.267853787E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.751117113E-06  -0.751117110E-06   0.268602165E-02 
  0.959188835E+00   0.499050345E-01   0.499050345E-01   0.845792356E-01  -0.381563038E-03  -0.381563038E-03  -0.486408475E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.783923218E-06  -0.783923220E-06   0.267853749E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.754854707E-06  -0.754854709E-06   0.268602241E-02 
  0.961788263E+00   0.499040414E-01   0.499040414E-01   0.844528000E-01  -0.382560149E-03  -0.382560149E-03  -0.486421775E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.788375275E-06  -0.788375271E-06   0.267853495E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.759200178E-06  -0.759200174E-06   0.268602094E-02 
  0.964387690E+00   0.499030457E-01   0.499030457E-01   0.843263608E-01  -0.383563856E-03  -0.383563856E-03  -0.486435138E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.793476699E-06  -0.793476700E-06   0.267852930E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.764222128E-06  -0.764222130E-06   0.268601624E-02 
  0.966987118E+00   0.499020473E-01   0.499020473E-01   0.841999182E-01  -0.384574990E-03  -0.384574990E-03  -0.486448593E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.799184477E-06  -0.799184473E-06   0.267852135E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.769876726E-06  -0.769876722E-06   0.268600916E-02 
  0.969586546E+00   0.499010464E-01   0.499010464E-01   0.840734721E-01  -0.385594208E-03  -0.385594208E-03  -0.486462180E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.805372133E-06  -0.805372135E-06   0.267851055E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.776032187E-06  -0.776032189E-06   0.268599912E-02 
  0.972185974E+00   0.499000427E-01   0.499000427E-01   0.839470224E-01  -0.386621839E-03  -0.386621839E-03  -0.486475931E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.811800172E-06  -0.811800169E-06   0.267849744E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.782437962E-06  -0.782437958E-06   0.268598668E-02 
  0.974785401E+00   0.498990364E-01   0.498990364E-01   0.838205691E-01  -0.387657928E-03  -0.387657927E-03  -0.486489886E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.818261241E-06  -0.818261242E-06   0.267848130E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.788877537E-06  -0.788877538E-06   0.268597108E-02 
  0.977384829E+00   0.498980274E-01   0.498980274E-01   0.836941121E-01  -0.388702520E-03  -0.388702520E-03  -0.486504072E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.824756363E-06  -0.824756360E-06   0.267846327E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.795352159E-06  -0.795352156E-06   0.268595354E-02 
  0.979984257E+00   0.498970156E-01   0.498970156E-01   0.835676515E-01  -0.389755767E-03  -0.389755767E-03  -0.486518519E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.831362389E-06  -0.831362390E-06   0.267844302E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.801942062E-06  -0.801942064E-06   0.268593367E-02 
  0.982583685E+00   0.498960011E-01   0.498960011E-01   0.834411870E-01  -0.390817972E-03  -0.390817972E-03  -0.486533246E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.838189133E-06  -0.838189130E-06   0.267842131E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.808762734E-06  -0.808762731E-06   0.268591230E-02 
  0.985183112E+00   0.498949838E-01   0.498949838E-01   0.833147187E-01  -0.391889610E-03  -0.391889610E-03  -0.486548280E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.845361194E-06  -0.845361195E-06   0.267839776E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.815944870E-06  -0.815944872E-06   0.268588901E-02 
  0.987782540E+00   0.498939637E-01   0.498939637E-01   0.831882464E-01  -0.392971259E-03  -0.392971258E-03  -0.486563634E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.852953573E-06  -0.852953570E-06   0.267837310E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.823566549E-06  -0.823566546E-06   0.268586456E-02 
  0.990381968E+00   0.498929408E-01   0.498929408E-01   0.830617701E-01  -0.394063412E-03  -0.394063412E-03  -0.486579333E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.860906741E-06  -0.860906742E-06   0.267834673E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.831565426E-06  -0.831565427E-06   0.268583834E-02 
  0.992981395E+00   0.498919151E-01   0.498919151E-01   0.829352896E-01  -0.395166425E-03  -0.395166425E-03  -0.486595387E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.869117332E-06  -0.869117329E-06   0.267831958E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.839833394E-06  -0.839833392E-06   0.268581132E-02 
  0.995580823E+00   0.498908865E-01   0.498908865E-01   0.828088050E-01  -0.396280451E-03  -0.396280451E-03  -0.486611810E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.877440887E-06  -0.877440888E-06   0.267829134E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.848219019E-06  -0.848219020E-06   0.268578316E-02 
  0.998180251E+00   0.498898549E-01   0.498898549E-01   0.826823160E-01  -0.397405386E-03  -0.397405385E-03  -0.486628610E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.885688679E-06  -0.885688676E-06   0.267826262E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.856525035E-06  -0.856525032E-06   0.268575449E-02 
  0.100077968E+01   0.498888204E-01   0.498888204E-01   0.825558226E-01  -0.398540875E-03  -0.398540875E-03  -0.486645799E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.893678687E-06  -0.893678689E-06   0.267823297E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.864561254E-06  -0.864561256E-06   0.268572488E-02 
  0.100337911E+01   0.498877830E-01   0.498877830E-01   0.824293247E-01  -0.399686482E-03  -0.399686482E-03  -0.486663379E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.901350904E-06  -0.901350902E-06   0.267820322E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.872264698E-06  -0.872264696E-06   0.268569516E-02 
  0.100597853E+01   0.498867425E-01   0.498867425E-01   0.823028221E-01  -0.400841794E-03  -0.400841794E-03  -0.486681354E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.908723464E-06  -0.908723466E-06   0.267817305E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.879654255E-06  -0.879654257E-06   0.268566499E-02 
  0.100857796E+01   0.498856991E-01   0.498856991E-01   0.821763149E-01  -0.402006513E-03  -0.402006512E-03  -0.486699723E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.915878873E-06  -0.915878870E-06   0.267814307E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.886816237E-06  -0.886816235E-06   0.268563503E-02 
  0.101117739E+01   0.498846526E-01   0.498846526E-01   0.820498028E-01  -0.403180496E-03  -0.403180496E-03  -0.486718491E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.922932261E-06  -0.922932262E-06   0.267811268E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.893870729E-06  -0.893870730E-06   0.268560465E-02 
